0.000000000000000000e+00,0.000000000000000000e+00,1.666666666666666774e-03,4.483333333333333615e-02,1.819999999999999951e-01,3.504999999999999782e-01,4.913333333333333441e-01,5.404999999999999805e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.166666666666666763e-03,4.683333333333333098e-02,1.913333333333333275e-01,3.568333333333333357e-01,4.834999999999999853e-01,5.290000000000000258e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.333333333333333526e-03,4.166666666666666435e-02,1.814999999999999947e-01,3.474999999999999756e-01,4.823333333333333361e-01,5.368333333333333846e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,5.333333333333333676e-02,1.951666666666666550e-01,3.875000000000000111e-01,5.223333333333333162e-01,5.656666666666666510e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,5.050000000000000322e-02,1.856666666666666743e-01,3.624999999999999889e-01,5.188333333333333686e-01,5.671666666666667078e-01
0.000000000000000000e+00,1.666666666666666611e-04,4.333333333333333134e-03,5.133333333333333498e-02,2.098333333333333439e-01,3.896666666666666612e-01,5.403333333333333321e-01,6.039999999999999813e-01
0.000000000000000000e+00,0.000000000000000000e+00,6.833333333333333620e-03,7.083333333333333148e-02,2.439999999999999947e-01,4.114999999999999769e-01,5.396666666666666279e-01,5.861666666666666137e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.166666666666666588e-03,5.133333333333333498e-02,1.900000000000000022e-01,3.886666666666666603e-01,5.224999999999999645e-01,5.896666666666666723e-01
0.000000000000000000e+00,0.000000000000000000e+00,8.333333333333333868e-04,2.766666666666666580e-02,1.488333333333333452e-01,3.220000000000000084e-01,4.738333333333333286e-01,5.410000000000000364e-01
0.000000000000000000e+00,0.000000000000000000e+00,4.666666666666667053e-03,7.416666666666667240e-02,2.433333333333333459e-01,4.153333333333333321e-01,5.344999999999999751e-01,5.659999999999999476e-01
